title,date,description,crime_type,location,source_url,latitude,longitude
Online fraud case in Patel Nagar,2026-03-14,A fraud incident was reported in patel nagar. Police are investigating the case.,Fraud,patel nagar,synthetic_data,28.6450127,77.1692817
Youth shot dead in Dwarka,2026-02-28,A murder incident was reported in dwarka. Police are investigating the case.,Murder,dwarka,synthetic_data,28.6158874,77.0224342
Cyber fraud reported in Rajouri Garden,2026-03-18,A fraud incident was reported in rajouri garden. Police are investigating the case.,Fraud,rajouri garden,synthetic_data,28.6511896,77.1242597
Body found in Tilak Nagar area,2026-02-14,A murder incident was reported in tilak nagar. Police are investigating the case.,Murder,tilak nagar,synthetic_data,28.6365482,77.0964961
Child kidnapped from Saket,2026-04-07,A kidnapping incident was reported in saket. Police are investigating the case.,Kidnapping,saket,synthetic_data,28.521168,77.2022237
Online fraud case in Burari,2026-03-29,A fraud incident was reported in burari. Police are investigating the case.,Fraud,burari,synthetic_data,28.7536438,77.2016511
Child kidnapped from Janakpuri,2026-03-21,A kidnapping incident was reported in janakpuri. Police are investigating the case.,Kidnapping,janakpuri,synthetic_data,28.6219272,77.0874757
Cyber fraud reported in Ashok Vihar,2026-03-02,A fraud incident was reported in ashok vihar. Police are investigating the case.,Fraud,ashok vihar,synthetic_data,28.6885171,77.1739339
Man beaten in Hauz Khas,2026-04-01,A assault incident was reported in hauz khas. Police are investigating the case.,Assault,hauz khas,synthetic_data,28.5498087,77.2077638
Mobile snatching in Defence Colony,2026-03-30,A theft incident was reported in defence colony. Police are investigating the case.,Theft,defence colony,synthetic_data,28.5713575,77.2330402
Body found in Janakpuri area,2026-03-03,A murder incident was reported in janakpuri. Police are investigating the case.,Murder,janakpuri,synthetic_data,28.6219272,77.0874757
Online fraud case in Defence Colony,2026-03-23,A fraud incident was reported in defence colony. Police are investigating the case.,Fraud,defence colony,synthetic_data,28.5713575,77.2330402
Online fraud case in Saket,2026-04-04,A fraud incident was reported in saket. Police are investigating the case.,Fraud,saket,synthetic_data,28.521168,77.2022237
Man stabbed to death in Vasant Kunj,2026-03-17,A murder incident was reported in vasant kunj. Police are investigating the case.,Murder,vasant kunj,synthetic_data,28.5292495,77.1541335
Child kidnapped from Connaught Place,2026-03-17,A kidnapping incident was reported in connaught place. Police are investigating the case.,Kidnapping,connaught place,synthetic_data,28.6314022,77.2193791
House robbery in Janakpuri,2026-02-22,A theft incident was reported in janakpuri. Police are investigating the case.,Theft,janakpuri,synthetic_data,28.6219272,77.0874757
Scam worth lakhs in Ashok Vihar,2026-03-17,A fraud incident was reported in ashok vihar. Police are investigating the case.,Fraud,ashok vihar,synthetic_data,28.6885171,77.1739339
Kidnap case reported in Janakpuri,2026-03-09,A kidnapping incident was reported in janakpuri. Police are investigating the case.,Kidnapping,janakpuri,synthetic_data,28.6219272,77.0874757
Child kidnapped from Lajpat Nagar,2026-03-05,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,Kidnapping,lajpat nagar,synthetic_data,28.5660924,77.2432851
Man beaten in Najafgarh,2026-04-03,A assault incident was reported in najafgarh. Police are investigating the case.,Assault,najafgarh,synthetic_data,28.6124504,76.9865067
Youth shot dead in Lajpat Nagar,2026-03-01,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851
Harassment case reported in Mayur Vihar,2026-03-18,A assault incident was reported in mayur vihar. Police are investigating the case.,Assault,mayur vihar,synthetic_data,28.6098555,77.2926318
Minor abducted in Lajpat Nagar,2026-04-06,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,Kidnapping,lajpat nagar,synthetic_data,28.5660924,77.2432851
Man beaten in Rajouri Garden,2026-03-19,A assault incident was reported in rajouri garden. Police are investigating the case.,Assault,rajouri garden,synthetic_data,28.6511896,77.1242597
House robbery in Saket,2026-03-15,A theft incident was reported in saket. Police are investigating the case.,Theft,saket,synthetic_data,28.521168,77.2022237
Man beaten in Burari,2026-03-22,A assault incident was reported in burari. Police are investigating the case.,Assault,burari,synthetic_data,28.7536438,77.2016511
Man stabbed to death in Karol Bagh,2026-04-01,A murder incident was reported in karol bagh. Police are investigating the case.,Murder,karol bagh,synthetic_data,28.6529982,77.1890227
Man stabbed to death in Shahdara,2026-03-28,A murder incident was reported in shahdara. Police are investigating the case.,Murder,shahdara,synthetic_data,28.6758661,77.2985078
Harassment case reported in Shahdara,2026-02-25,A assault incident was reported in shahdara. Police are investigating the case.,Assault,shahdara,synthetic_data,28.6758661,77.2985078
Harassment case reported in Okhla,2026-03-27,A assault incident was reported in okhla. Police are investigating the case.,Assault,okhla,synthetic_data,28.5636616,77.2890546
Bike stolen from Dwarka,2026-04-04,A theft incident was reported in dwarka. Police are investigating the case.,Theft,dwarka,synthetic_data,28.6158874,77.0224342
Harassment case reported in Burari,2026-03-25,A assault incident was reported in burari. Police are investigating the case.,Assault,burari,synthetic_data,28.7536438,77.2016511
House robbery in Najafgarh,2026-02-18,A theft incident was reported in najafgarh. Police are investigating the case.,Theft,najafgarh,synthetic_data,28.6124504,76.9865067
Minor abducted in Najafgarh,2026-03-29,A kidnapping incident was reported in najafgarh. Police are investigating the case.,Kidnapping,najafgarh,synthetic_data,28.6124504,76.9865067
Bike stolen from Kalkaji,2026-03-29,A theft incident was reported in kalkaji. Police are investigating the case.,Theft,kalkaji,synthetic_data,28.5469476,77.258801
Harassment case reported in Rohini,2026-02-21,A assault incident was reported in rohini. Police are investigating the case.,Assault,rohini,synthetic_data,28.7162092,77.1170743
Scam worth lakhs in Karol Bagh,2026-04-10,A fraud incident was reported in karol bagh. Police are investigating the case.,Fraud,karol bagh,synthetic_data,28.6529982,77.1890227
Man beaten in Connaught Place,2026-02-25,A assault incident was reported in connaught place. Police are investigating the case.,Assault,connaught place,synthetic_data,28.6314022,77.2193791
Harassment case reported in Tilak Nagar,2026-03-11,A assault incident was reported in tilak nagar. Police are investigating the case.,Assault,tilak nagar,synthetic_data,28.6365482,77.0964961
Mobile snatching in Janakpuri,2026-03-26,A theft incident was reported in janakpuri. Police are investigating the case.,Theft,janakpuri,synthetic_data,28.6219272,77.0874757
Youth shot dead in Ashok Vihar,2026-04-10,A murder incident was reported in ashok vihar. Police are investigating the case.,Murder,ashok vihar,synthetic_data,28.6885171,77.1739339
Scam worth lakhs in Kalkaji,2026-03-01,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801
Kidnap case reported in Connaught Place,2026-03-28,A kidnapping incident was reported in connaught place. Police are investigating the case.,Kidnapping,connaught place,synthetic_data,28.6314022,77.2193791
Harassment case reported in Dwarka,2026-04-01,A assault incident was reported in dwarka. Police are investigating the case.,Assault,dwarka,synthetic_data,28.6158874,77.0224342
Kidnap case reported in Rohini,2026-02-19,A kidnapping incident was reported in rohini. Police are investigating the case.,Kidnapping,rohini,synthetic_data,28.7162092,77.1170743
Online fraud case in Tilak Nagar,2026-04-05,A fraud incident was reported in tilak nagar. Police are investigating the case.,Fraud,tilak nagar,synthetic_data,28.6365482,77.0964961
House robbery in Lajpat Nagar,2026-03-15,A theft incident was reported in lajpat nagar. Police are investigating the case.,Theft,lajpat nagar,synthetic_data,28.5660924,77.2432851
Woman assaulted in Rohini,2026-03-26,A assault incident was reported in rohini. Police are investigating the case.,Assault,rohini,synthetic_data,28.7162092,77.1170743
Bike stolen from Burari,2026-03-16,A theft incident was reported in burari. Police are investigating the case.,Theft,burari,synthetic_data,28.7536438,77.2016511
Body found in Patel Nagar area,2026-02-23,A murder incident was reported in patel nagar. Police are investigating the case.,Murder,patel nagar,synthetic_data,28.6450127,77.1692817
Scam worth lakhs in Saket,2026-03-09,A fraud incident was reported in saket. Police are investigating the case.,Fraud,saket,synthetic_data,28.521168,77.2022237
Bike stolen from Okhla,2026-03-17,A theft incident was reported in okhla. Police are investigating the case.,Theft,okhla,synthetic_data,28.5636616,77.2890546
Body found in Rajouri Garden area,2026-02-16,A murder incident was reported in rajouri garden. Police are investigating the case.,Murder,rajouri garden,synthetic_data,28.6511896,77.1242597
Man stabbed to death in Patel Nagar,2026-02-18,A murder incident was reported in patel nagar. Police are investigating the case.,Murder,patel nagar,synthetic_data,28.6450127,77.1692817
Man beaten in Pitampura,2026-04-12,A assault incident was reported in pitampura. Police are investigating the case.,Assault,pitampura,synthetic_data,28.7032676,77.1322497
Minor abducted in Kalkaji,2026-03-17,A kidnapping incident was reported in kalkaji. Police are investigating the case.,Kidnapping,kalkaji,synthetic_data,28.5469476,77.258801
Child kidnapped from Rohini,2026-02-15,A kidnapping incident was reported in rohini. Police are investigating the case.,Kidnapping,rohini,synthetic_data,28.7162092,77.1170743
Minor abducted in Saket,2026-04-01,A kidnapping incident was reported in saket. Police are investigating the case.,Kidnapping,saket,synthetic_data,28.521168,77.2022237
Woman assaulted in Patel Nagar,2026-03-26,A assault incident was reported in patel nagar. Police are investigating the case.,Assault,patel nagar,synthetic_data,28.6450127,77.1692817
Cyber fraud reported in Kalkaji,2026-03-11,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801
Body found in Connaught Place area,2026-03-10,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791
Mobile snatching in Najafgarh,2026-03-24,A theft incident was reported in najafgarh. Police are investigating the case.,Theft,najafgarh,synthetic_data,28.6124504,76.9865067
Man beaten in Lajpat Nagar,2026-03-20,A assault incident was reported in lajpat nagar. Police are investigating the case.,Assault,lajpat nagar,synthetic_data,28.5660924,77.2432851
Harassment case reported in Patel Nagar,2026-03-26,A assault incident was reported in patel nagar. Police are investigating the case.,Assault,patel nagar,synthetic_data,28.6450127,77.1692817
Kidnap case reported in Shahdara,2026-03-19,A kidnapping incident was reported in shahdara. Police are investigating the case.,Kidnapping,shahdara,synthetic_data,28.6758661,77.2985078
Cyber fraud reported in Connaught Place,2026-03-18,A fraud incident was reported in connaught place. Police are investigating the case.,Fraud,connaught place,synthetic_data,28.6314022,77.2193791
Body found in Mayur Vihar area,2026-02-12,A murder incident was reported in mayur vihar. Police are investigating the case.,Murder,mayur vihar,synthetic_data,28.6098555,77.2926318
Scam worth lakhs in Shahdara,2026-02-20,A fraud incident was reported in shahdara. Police are investigating the case.,Fraud,shahdara,synthetic_data,28.6758661,77.2985078
Scam worth lakhs in Najafgarh,2026-02-24,A fraud incident was reported in najafgarh. Police are investigating the case.,Fraud,najafgarh,synthetic_data,28.6124504,76.9865067
Body found in Lajpat Nagar area,2026-03-19,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851
Scam worth lakhs in Mayur Vihar,2026-04-06,A fraud incident was reported in mayur vihar. Police are investigating the case.,Fraud,mayur vihar,synthetic_data,28.6098555,77.2926318
Mobile snatching in Connaught Place,2026-02-17,A theft incident was reported in connaught place. Police are investigating the case.,Theft,connaught place,synthetic_data,28.6314022,77.2193791
Online fraud case in Vasant Kunj,2026-04-11,A fraud incident was reported in vasant kunj. Police are investigating the case.,Fraud,vasant kunj,synthetic_data,28.5292495,77.1541335
House robbery in Connaught Place,2026-03-08,A theft incident was reported in connaught place. Police are investigating the case.,Theft,connaught place,synthetic_data,28.6314022,77.2193791
Mobile snatching in Patel Nagar,2026-02-19,A theft incident was reported in patel nagar. Police are investigating the case.,Theft,patel nagar,synthetic_data,28.6450127,77.1692817
Child kidnapped from Tilak Nagar,2026-03-23,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,Kidnapping,tilak nagar,synthetic_data,28.6365482,77.0964961
Child kidnapped from Patel Nagar,2026-02-14,A kidnapping incident was reported in patel nagar. Police are investigating the case.,Kidnapping,patel nagar,synthetic_data,28.6450127,77.1692817
Bike stolen from Shahdara,2026-02-22,A theft incident was reported in shahdara. Police are investigating the case.,Theft,shahdara,synthetic_data,28.6758661,77.2985078
Kidnap case reported in Patel Nagar,2026-04-05,A kidnapping incident was reported in patel nagar. Police are investigating the case.,Kidnapping,patel nagar,synthetic_data,28.6450127,77.1692817
Man beaten in Vasant Kunj,2026-03-05,A assault incident was reported in vasant kunj. Police are investigating the case.,Assault,vasant kunj,synthetic_data,28.5292495,77.1541335
Bike stolen from Mayur Vihar,2026-02-24,A theft incident was reported in mayur vihar. Police are investigating the case.,Theft,mayur vihar,synthetic_data,28.6098555,77.2926318
Scam worth lakhs in Hauz Khas,2026-03-20,A fraud incident was reported in hauz khas. Police are investigating the case.,Fraud,hauz khas,synthetic_data,28.5498087,77.2077638
House robbery in Vasant Kunj,2026-02-25,A theft incident was reported in vasant kunj. Police are investigating the case.,Theft,vasant kunj,synthetic_data,28.5292495,77.1541335
Minor abducted in Burari,2026-02-27,A kidnapping incident was reported in burari. Police are investigating the case.,Kidnapping,burari,synthetic_data,28.7536438,77.2016511
Scam worth lakhs in Rohini,2026-02-11,A fraud incident was reported in rohini. Police are investigating the case.,Fraud,rohini,synthetic_data,28.7162092,77.1170743
Kidnap case reported in Dwarka,2026-02-11,A kidnapping incident was reported in dwarka. Police are investigating the case.,Kidnapping,dwarka,synthetic_data,28.6158874,77.0224342
Youth shot dead in Connaught Place,2026-04-02,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791
Man stabbed to death in Lajpat Nagar,2026-03-16,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851
Minor abducted in Tilak Nagar,2026-04-08,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,Kidnapping,tilak nagar,synthetic_data,28.6365482,77.0964961
Man stabbed to death in Dwarka,2026-02-17,A murder incident was reported in dwarka. Police are investigating the case.,Murder,dwarka,synthetic_data,28.6158874,77.0224342
Woman assaulted in Defence Colony,2026-03-10,A assault incident was reported in defence colony. Police are investigating the case.,Assault,defence colony,synthetic_data,28.5713575,77.2330402
Man stabbed to death in Mayur Vihar,2026-03-28,A murder incident was reported in mayur vihar. Police are investigating the case.,Murder,mayur vihar,synthetic_data,28.6098555,77.2926318
House robbery in Defence Colony,2026-03-07,A theft incident was reported in defence colony. Police are investigating the case.,Theft,defence colony,synthetic_data,28.5713575,77.2330402
House robbery in Dwarka,2026-04-07,A theft incident was reported in dwarka. Police are investigating the case.,Theft,dwarka,synthetic_data,28.6158874,77.0224342
Bike stolen from Rajouri Garden,2026-04-02,A theft incident was reported in rajouri garden. Police are investigating the case.,Theft,rajouri garden,synthetic_data,28.6511896,77.1242597
Online fraud case in Janakpuri,2026-03-13,A fraud incident was reported in janakpuri. Police are investigating the case.,Fraud,janakpuri,synthetic_data,28.6219272,77.0874757
Man stabbed to death in Connaught Place,2026-03-02,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791
Online fraud case in Kalkaji,2026-03-13,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801
Online fraud case in Okhla,2026-03-02,A fraud incident was reported in okhla. Police are investigating the case.,Fraud,okhla,synthetic_data,28.5636616,77.2890546
Scam worth lakhs in Dwarka,2026-03-28,A fraud incident was reported in dwarka. Police are investigating the case.,Fraud,dwarka,synthetic_data,28.6158874,77.0224342
Mobile snatching in Karol Bagh,2026-03-29,A theft incident was reported in karol bagh. Police are investigating the case.,Theft,karol bagh,synthetic_data,28.6529982,77.1890227
Online fraud case in Karol Bagh,2026-03-08,A fraud incident was reported in karol bagh. Police are investigating the case.,Fraud,karol bagh,synthetic_data,28.6529982,77.1890227
Cyber fraud reported in Dwarka,2026-03-25,A fraud incident was reported in dwarka. Police are investigating the case.,Fraud,dwarka,synthetic_data,28.6158874,77.0224342
Woman assaulted in Mayur Vihar,2026-02-26,A assault incident was reported in mayur vihar. Police are investigating the case.,Assault,mayur vihar,synthetic_data,28.6098555,77.2926318
Cyber fraud reported in Defence Colony,2026-03-05,A fraud incident was reported in defence colony. Police are investigating the case.,Fraud,defence colony,synthetic_data,28.5713575,77.2330402
Woman assaulted in Connaught Place,2026-02-24,A assault incident was reported in connaught place. Police are investigating the case.,Assault,connaught place,synthetic_data,28.6314022,77.2193791
Bike stolen from Ashok Vihar,2026-03-04,A theft incident was reported in ashok vihar. Police are investigating the case.,Theft,ashok vihar,synthetic_data,28.6885171,77.1739339
House robbery in Karol Bagh,2026-03-25,A theft incident was reported in karol bagh. Police are investigating the case.,Theft,karol bagh,synthetic_data,28.6529982,77.1890227
House robbery in Ashok Vihar,2026-04-06,A theft incident was reported in ashok vihar. Police are investigating the case.,Theft,ashok vihar,synthetic_data,28.6885171,77.1739339
Child kidnapped from Mayur Vihar,2026-04-09,A kidnapping incident was reported in mayur vihar. Police are investigating the case.,Kidnapping,mayur vihar,synthetic_data,28.6098555,77.2926318
Body found in Karol Bagh area,2026-03-16,A murder incident was reported in karol bagh. Police are investigating the case.,Murder,karol bagh,synthetic_data,28.6529982,77.1890227
Child kidnapped from Kalkaji,2026-02-22,A kidnapping incident was reported in kalkaji. Police are investigating the case.,Kidnapping,kalkaji,synthetic_data,28.5469476,77.258801
Man beaten in Ashok Vihar,2026-04-03,A assault incident was reported in ashok vihar. Police are investigating the case.,Assault,ashok vihar,synthetic_data,28.6885171,77.1739339
Woman assaulted in Kalkaji,2026-03-03,A assault incident was reported in kalkaji. Police are investigating the case.,Assault,kalkaji,synthetic_data,28.5469476,77.258801
Mobile snatching in Okhla,2026-04-01,A theft incident was reported in okhla. Police are investigating the case.,Theft,okhla,synthetic_data,28.5636616,77.2890546
Body found in Ashok Vihar area,2026-03-01,A murder incident was reported in ashok vihar. Police are investigating the case.,Murder,ashok vihar,synthetic_data,28.6885171,77.1739339
