title,date,description,crime_type,location,source_url,latitude,longitude,severity,recency,frequency,safety_score
Online fraud case in Patel Nagar,,A fraud incident was reported in patel nagar. Police are investigating the case.,Fraud,patel nagar,synthetic_data,28.6450127,77.1692817,1.0,1,10,0.1538
Youth shot dead in Dwarka,,A murder incident was reported in dwarka. Police are investigating the case.,Murder,dwarka,synthetic_data,28.6158874,77.0224342,5.0,1,10,0.1299
Cyber fraud reported in Rajouri Garden,,A fraud incident was reported in rajouri garden. Police are investigating the case.,Fraud,rajouri garden,synthetic_data,28.6511896,77.1242597,1.0,1,7,0.2
Body found in Tilak Nagar area,,A murder incident was reported in tilak nagar. Police are investigating the case.,Murder,tilak nagar,synthetic_data,28.6365482,77.0964961,5.0,1,6,0.1754
Child kidnapped from Saket,,A kidnapping incident was reported in saket. Police are investigating the case.,Kidnapping,saket,synthetic_data,28.521168,77.2022237,4.0,1,7,0.1695
Online fraud case in Burari,,A fraud incident was reported in burari. Police are investigating the case.,Fraud,burari,synthetic_data,28.7536438,77.2016511,1.0,1,11,0.1429
Child kidnapped from Janakpuri,,A kidnapping incident was reported in janakpuri. Police are investigating the case.,Kidnapping,janakpuri,synthetic_data,28.6219272,77.0874757,4.0,1,10,0.1351
Cyber fraud reported in Ashok Vihar,,A fraud incident was reported in ashok vihar. Police are investigating the case.,Fraud,ashok vihar,synthetic_data,28.6885171,77.1739339,1.0,1,9,0.1667
Man beaten in Hauz Khas,,A assault incident was reported in hauz khas. Police are investigating the case.,Assault,hauz khas,synthetic_data,28.5498087,77.2077638,4.0,1,9,0.1449
Mobile snatching in Defence Colony,,A theft incident was reported in defence colony. Police are investigating the case.,Theft,defence colony,synthetic_data,28.5713575,77.2330402,2.0,1,7,0.1887
Body found in Janakpuri area,,A murder incident was reported in janakpuri. Police are investigating the case.,Murder,janakpuri,synthetic_data,28.6219272,77.0874757,5.0,1,10,0.1299
Online fraud case in Defence Colony,,A fraud incident was reported in defence colony. Police are investigating the case.,Fraud,defence colony,synthetic_data,28.5713575,77.2330402,1.0,1,7,0.2
Online fraud case in Saket,,A fraud incident was reported in saket. Police are investigating the case.,Fraud,saket,synthetic_data,28.521168,77.2022237,1.0,1,7,0.2
Man stabbed to death in Vasant Kunj,,A murder incident was reported in vasant kunj. Police are investigating the case.,Murder,vasant kunj,synthetic_data,28.5292495,77.1541335,5.0,1,7,0.1613
Child kidnapped from Connaught Place,,A kidnapping incident was reported in connaught place. Police are investigating the case.,Kidnapping,connaught place,synthetic_data,28.6314022,77.2193791,4.0,1,12,0.119
House robbery in Janakpuri,,A theft incident was reported in janakpuri. Police are investigating the case.,Theft,janakpuri,synthetic_data,28.6219272,77.0874757,2.0,1,10,0.1471
Scam worth lakhs in Ashok Vihar,,A fraud incident was reported in ashok vihar. Police are investigating the case.,Fraud,ashok vihar,synthetic_data,28.6885171,77.1739339,1.0,1,9,0.1667
Kidnap case reported in Janakpuri,,A kidnapping incident was reported in janakpuri. Police are investigating the case.,Kidnapping,janakpuri,synthetic_data,28.6219272,77.0874757,4.0,1,10,0.1351
Child kidnapped from Lajpat Nagar,,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,Kidnapping,lajpat nagar,synthetic_data,28.5660924,77.2432851,4.0,1,11,0.1266
Man beaten in Najafgarh,,A assault incident was reported in najafgarh. Police are investigating the case.,Assault,najafgarh,synthetic_data,28.6124504,76.9865067,4.0,1,11,0.1266
Youth shot dead in Lajpat Nagar,,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851,5.0,1,11,0.122
Harassment case reported in Mayur Vihar,,A assault incident was reported in mayur vihar. Police are investigating the case.,Assault,mayur vihar,synthetic_data,28.6098555,77.2926318,4.0,1,11,0.1266
Minor abducted in Lajpat Nagar,,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,Kidnapping,lajpat nagar,synthetic_data,28.5660924,77.2432851,4.0,1,11,0.1266
Man beaten in Rajouri Garden,,A assault incident was reported in rajouri garden. Police are investigating the case.,Assault,rajouri garden,synthetic_data,28.6511896,77.1242597,4.0,1,7,0.1695
House robbery in Saket,,A theft incident was reported in saket. Police are investigating the case.,Theft,saket,synthetic_data,28.521168,77.2022237,2.0,1,7,0.1887
Man beaten in Burari,,A assault incident was reported in burari. Police are investigating the case.,Assault,burari,synthetic_data,28.7536438,77.2016511,4.0,1,11,0.1266
Man stabbed to death in Karol Bagh,,A murder incident was reported in karol bagh. Police are investigating the case.,Murder,karol bagh,synthetic_data,28.6529982,77.1890227,5.0,1,9,0.1389
Man stabbed to death in Shahdara,,A murder incident was reported in shahdara. Police are investigating the case.,Murder,shahdara,synthetic_data,28.6758661,77.2985078,5.0,1,7,0.1613
Harassment case reported in Shahdara,,A assault incident was reported in shahdara. Police are investigating the case.,Assault,shahdara,synthetic_data,28.6758661,77.2985078,4.0,1,7,0.1695
Harassment case reported in Okhla,,A assault incident was reported in okhla. Police are investigating the case.,Assault,okhla,synthetic_data,28.5636616,77.2890546,4.0,1,9,0.1449
Bike stolen from Dwarka,,A theft incident was reported in dwarka. Police are investigating the case.,Theft,dwarka,synthetic_data,28.6158874,77.0224342,2.0,1,10,0.1471
Harassment case reported in Burari,,A assault incident was reported in burari. Police are investigating the case.,Assault,burari,synthetic_data,28.7536438,77.2016511,4.0,1,11,0.1266
House robbery in Najafgarh,,A theft incident was reported in najafgarh. Police are investigating the case.,Theft,najafgarh,synthetic_data,28.6124504,76.9865067,2.0,1,11,0.137
Minor abducted in Najafgarh,,A kidnapping incident was reported in najafgarh. Police are investigating the case.,Kidnapping,najafgarh,synthetic_data,28.6124504,76.9865067,4.0,1,11,0.1266
Bike stolen from Kalkaji,,A theft incident was reported in kalkaji. Police are investigating the case.,Theft,kalkaji,synthetic_data,28.5469476,77.258801,2.0,1,12,0.1282
Harassment case reported in Rohini,,A assault incident was reported in rohini. Police are investigating the case.,Assault,rohini,synthetic_data,28.7162092,77.1170743,4.0,1,10,0.1351
Scam worth lakhs in Karol Bagh,,A fraud incident was reported in karol bagh. Police are investigating the case.,Fraud,karol bagh,synthetic_data,28.6529982,77.1890227,1.0,1,9,0.1667
Man beaten in Connaught Place,,A assault incident was reported in connaught place. Police are investigating the case.,Assault,connaught place,synthetic_data,28.6314022,77.2193791,4.0,1,12,0.119
Harassment case reported in Tilak Nagar,,A assault incident was reported in tilak nagar. Police are investigating the case.,Assault,tilak nagar,synthetic_data,28.6365482,77.0964961,4.0,1,6,0.1852
Mobile snatching in Janakpuri,,A theft incident was reported in janakpuri. Police are investigating the case.,Theft,janakpuri,synthetic_data,28.6219272,77.0874757,2.0,1,10,0.1471
Youth shot dead in Ashok Vihar,,A murder incident was reported in ashok vihar. Police are investigating the case.,Murder,ashok vihar,synthetic_data,28.6885171,77.1739339,5.0,1,9,0.1389
Scam worth lakhs in Kalkaji,,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801,1.0,1,12,0.1333
Kidnap case reported in Connaught Place,,A kidnapping incident was reported in connaught place. Police are investigating the case.,Kidnapping,connaught place,synthetic_data,28.6314022,77.2193791,4.0,1,12,0.119
Harassment case reported in Dwarka,,A assault incident was reported in dwarka. Police are investigating the case.,Assault,dwarka,synthetic_data,28.6158874,77.0224342,4.0,1,10,0.1351
Kidnap case reported in Rohini,,A kidnapping incident was reported in rohini. Police are investigating the case.,Kidnapping,rohini,synthetic_data,28.7162092,77.1170743,4.0,1,10,0.1351
Online fraud case in Tilak Nagar,,A fraud incident was reported in tilak nagar. Police are investigating the case.,Fraud,tilak nagar,synthetic_data,28.6365482,77.0964961,1.0,1,6,0.2222
House robbery in Lajpat Nagar,,A theft incident was reported in lajpat nagar. Police are investigating the case.,Theft,lajpat nagar,synthetic_data,28.5660924,77.2432851,2.0,1,11,0.137
Woman assaulted in Rohini,,A assault incident was reported in rohini. Police are investigating the case.,Assault,rohini,synthetic_data,28.7162092,77.1170743,4.0,1,10,0.1351
Bike stolen from Burari,,A theft incident was reported in burari. Police are investigating the case.,Theft,burari,synthetic_data,28.7536438,77.2016511,2.0,1,11,0.137
Body found in Patel Nagar area,,A murder incident was reported in patel nagar. Police are investigating the case.,Murder,patel nagar,synthetic_data,28.6450127,77.1692817,5.0,1,10,0.1299
Scam worth lakhs in Saket,,A fraud incident was reported in saket. Police are investigating the case.,Fraud,saket,synthetic_data,28.521168,77.2022237,1.0,1,7,0.2
Bike stolen from Okhla,,A theft incident was reported in okhla. Police are investigating the case.,Theft,okhla,synthetic_data,28.5636616,77.2890546,2.0,1,9,0.1587
Body found in Rajouri Garden area,,A murder incident was reported in rajouri garden. Police are investigating the case.,Murder,rajouri garden,synthetic_data,28.6511896,77.1242597,5.0,1,7,0.1613
Man stabbed to death in Patel Nagar,,A murder incident was reported in patel nagar. Police are investigating the case.,Murder,patel nagar,synthetic_data,28.6450127,77.1692817,5.0,1,10,0.1299
Man beaten in Pitampura,,A assault incident was reported in pitampura. Police are investigating the case.,Assault,pitampura,synthetic_data,28.7032676,77.1322497,4.0,1,5,0.2041
Minor abducted in Kalkaji,,A kidnapping incident was reported in kalkaji. Police are investigating the case.,Kidnapping,kalkaji,synthetic_data,28.5469476,77.258801,4.0,1,12,0.119
Child kidnapped from Rohini,,A kidnapping incident was reported in rohini. Police are investigating the case.,Kidnapping,rohini,synthetic_data,28.7162092,77.1170743,4.0,1,10,0.1351
Minor abducted in Saket,,A kidnapping incident was reported in saket. Police are investigating the case.,Kidnapping,saket,synthetic_data,28.521168,77.2022237,4.0,1,7,0.1695
Woman assaulted in Patel Nagar,,A assault incident was reported in patel nagar. Police are investigating the case.,Assault,patel nagar,synthetic_data,28.6450127,77.1692817,4.0,1,10,0.1351
Cyber fraud reported in Kalkaji,,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801,1.0,1,12,0.1333
Body found in Connaught Place area,,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791,5.0,1,12,0.1149
Mobile snatching in Najafgarh,,A theft incident was reported in najafgarh. Police are investigating the case.,Theft,najafgarh,synthetic_data,28.6124504,76.9865067,2.0,1,11,0.137
Man beaten in Lajpat Nagar,,A assault incident was reported in lajpat nagar. Police are investigating the case.,Assault,lajpat nagar,synthetic_data,28.5660924,77.2432851,4.0,1,11,0.1266
Harassment case reported in Patel Nagar,,A assault incident was reported in patel nagar. Police are investigating the case.,Assault,patel nagar,synthetic_data,28.6450127,77.1692817,4.0,1,10,0.1351
Kidnap case reported in Shahdara,,A kidnapping incident was reported in shahdara. Police are investigating the case.,Kidnapping,shahdara,synthetic_data,28.6758661,77.2985078,4.0,1,7,0.1695
Cyber fraud reported in Connaught Place,,A fraud incident was reported in connaught place. Police are investigating the case.,Fraud,connaught place,synthetic_data,28.6314022,77.2193791,1.0,1,12,0.1333
Body found in Mayur Vihar area,,A murder incident was reported in mayur vihar. Police are investigating the case.,Murder,mayur vihar,synthetic_data,28.6098555,77.2926318,5.0,1,11,0.122
Scam worth lakhs in Shahdara,,A fraud incident was reported in shahdara. Police are investigating the case.,Fraud,shahdara,synthetic_data,28.6758661,77.2985078,1.0,1,7,0.2
Scam worth lakhs in Najafgarh,,A fraud incident was reported in najafgarh. Police are investigating the case.,Fraud,najafgarh,synthetic_data,28.6124504,76.9865067,1.0,1,11,0.1429
Body found in Lajpat Nagar area,,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851,5.0,1,11,0.122
Scam worth lakhs in Mayur Vihar,,A fraud incident was reported in mayur vihar. Police are investigating the case.,Fraud,mayur vihar,synthetic_data,28.6098555,77.2926318,1.0,1,11,0.1429
Mobile snatching in Connaught Place,,A theft incident was reported in connaught place. Police are investigating the case.,Theft,connaught place,synthetic_data,28.6314022,77.2193791,2.0,1,12,0.1282
Online fraud case in Vasant Kunj,,A fraud incident was reported in vasant kunj. Police are investigating the case.,Fraud,vasant kunj,synthetic_data,28.5292495,77.1541335,1.0,1,7,0.2
House robbery in Connaught Place,,A theft incident was reported in connaught place. Police are investigating the case.,Theft,connaught place,synthetic_data,28.6314022,77.2193791,2.0,1,12,0.1282
Mobile snatching in Patel Nagar,,A theft incident was reported in patel nagar. Police are investigating the case.,Theft,patel nagar,synthetic_data,28.6450127,77.1692817,2.0,1,10,0.1471
Child kidnapped from Tilak Nagar,,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,Kidnapping,tilak nagar,synthetic_data,28.6365482,77.0964961,4.0,1,6,0.1852
Child kidnapped from Patel Nagar,,A kidnapping incident was reported in patel nagar. Police are investigating the case.,Kidnapping,patel nagar,synthetic_data,28.6450127,77.1692817,4.0,1,10,0.1351
Bike stolen from Shahdara,,A theft incident was reported in shahdara. Police are investigating the case.,Theft,shahdara,synthetic_data,28.6758661,77.2985078,2.0,1,7,0.1887
Kidnap case reported in Patel Nagar,,A kidnapping incident was reported in patel nagar. Police are investigating the case.,Kidnapping,patel nagar,synthetic_data,28.6450127,77.1692817,4.0,1,10,0.1351
Man beaten in Vasant Kunj,,A assault incident was reported in vasant kunj. Police are investigating the case.,Assault,vasant kunj,synthetic_data,28.5292495,77.1541335,4.0,1,7,0.1695
Bike stolen from Mayur Vihar,,A theft incident was reported in mayur vihar. Police are investigating the case.,Theft,mayur vihar,synthetic_data,28.6098555,77.2926318,2.0,1,11,0.137
Scam worth lakhs in Hauz Khas,,A fraud incident was reported in hauz khas. Police are investigating the case.,Fraud,hauz khas,synthetic_data,28.5498087,77.2077638,1.0,1,9,0.1667
House robbery in Vasant Kunj,,A theft incident was reported in vasant kunj. Police are investigating the case.,Theft,vasant kunj,synthetic_data,28.5292495,77.1541335,2.0,1,7,0.1887
Minor abducted in Burari,,A kidnapping incident was reported in burari. Police are investigating the case.,Kidnapping,burari,synthetic_data,28.7536438,77.2016511,4.0,1,11,0.1266
Scam worth lakhs in Rohini,,A fraud incident was reported in rohini. Police are investigating the case.,Fraud,rohini,synthetic_data,28.7162092,77.1170743,1.0,1,10,0.1538
Kidnap case reported in Dwarka,,A kidnapping incident was reported in dwarka. Police are investigating the case.,Kidnapping,dwarka,synthetic_data,28.6158874,77.0224342,4.0,1,10,0.1351
Youth shot dead in Connaught Place,,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791,5.0,1,12,0.1149
Man stabbed to death in Lajpat Nagar,,A murder incident was reported in lajpat nagar. Police are investigating the case.,Murder,lajpat nagar,synthetic_data,28.5660924,77.2432851,5.0,1,11,0.122
Minor abducted in Tilak Nagar,,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,Kidnapping,tilak nagar,synthetic_data,28.6365482,77.0964961,4.0,1,6,0.1852
Man stabbed to death in Dwarka,,A murder incident was reported in dwarka. Police are investigating the case.,Murder,dwarka,synthetic_data,28.6158874,77.0224342,5.0,1,10,0.1299
Woman assaulted in Defence Colony,,A assault incident was reported in defence colony. Police are investigating the case.,Assault,defence colony,synthetic_data,28.5713575,77.2330402,4.0,1,7,0.1695
Man stabbed to death in Mayur Vihar,,A murder incident was reported in mayur vihar. Police are investigating the case.,Murder,mayur vihar,synthetic_data,28.6098555,77.2926318,5.0,1,11,0.122
House robbery in Defence Colony,,A theft incident was reported in defence colony. Police are investigating the case.,Theft,defence colony,synthetic_data,28.5713575,77.2330402,2.0,1,7,0.1887
House robbery in Dwarka,,A theft incident was reported in dwarka. Police are investigating the case.,Theft,dwarka,synthetic_data,28.6158874,77.0224342,2.0,1,10,0.1471
Bike stolen from Rajouri Garden,,A theft incident was reported in rajouri garden. Police are investigating the case.,Theft,rajouri garden,synthetic_data,28.6511896,77.1242597,2.0,1,7,0.1887
Online fraud case in Janakpuri,,A fraud incident was reported in janakpuri. Police are investigating the case.,Fraud,janakpuri,synthetic_data,28.6219272,77.0874757,1.0,1,10,0.1538
Man stabbed to death in Connaught Place,,A murder incident was reported in connaught place. Police are investigating the case.,Murder,connaught place,synthetic_data,28.6314022,77.2193791,5.0,1,12,0.1149
Online fraud case in Kalkaji,,A fraud incident was reported in kalkaji. Police are investigating the case.,Fraud,kalkaji,synthetic_data,28.5469476,77.258801,1.0,1,12,0.1333
Online fraud case in Okhla,,A fraud incident was reported in okhla. Police are investigating the case.,Fraud,okhla,synthetic_data,28.5636616,77.2890546,1.0,1,9,0.1667
Scam worth lakhs in Dwarka,,A fraud incident was reported in dwarka. Police are investigating the case.,Fraud,dwarka,synthetic_data,28.6158874,77.0224342,1.0,1,10,0.1538
Mobile snatching in Karol Bagh,,A theft incident was reported in karol bagh. Police are investigating the case.,Theft,karol bagh,synthetic_data,28.6529982,77.1890227,2.0,1,9,0.1587
Online fraud case in Karol Bagh,,A fraud incident was reported in karol bagh. Police are investigating the case.,Fraud,karol bagh,synthetic_data,28.6529982,77.1890227,1.0,1,9,0.1667
Cyber fraud reported in Dwarka,,A fraud incident was reported in dwarka. Police are investigating the case.,Fraud,dwarka,synthetic_data,28.6158874,77.0224342,1.0,1,10,0.1538
Woman assaulted in Mayur Vihar,,A assault incident was reported in mayur vihar. Police are investigating the case.,Assault,mayur vihar,synthetic_data,28.6098555,77.2926318,4.0,1,11,0.1266
Cyber fraud reported in Defence Colony,,A fraud incident was reported in defence colony. Police are investigating the case.,Fraud,defence colony,synthetic_data,28.5713575,77.2330402,1.0,1,7,0.2
Woman assaulted in Connaught Place,,A assault incident was reported in connaught place. Police are investigating the case.,Assault,connaught place,synthetic_data,28.6314022,77.2193791,4.0,1,12,0.119
